Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 70-74, male",SP.POP.7074.MA,Nicaragua,NIC,36996,38677,40202,42224,44384
"Population ages 70-74, male",SP.POP.7074.MA,Niger,NER,75317,79419,83877,89150,94293
"Population ages 70-74, male",SP.POP.7074.MA,Nigeria,NGA,870360,875577,885717,902958,929048
"Population ages 70-74, male",SP.POP.7074.MA,North America,NAC,7210435,7554588,7759891,7887371,8079734
"Population ages 70-74, male",SP.POP.7074.MA,North Macedonia,MKD,33800,35623,36976,38494,40283
"Population ages 70-74, male",SP.POP.7074.MA,Northern Mariana Islands,MNP,393,421,461,504,551
"Population ages 70-74, male",SP.POP.7074.MA,Norway,NOR,126403,127990,127459,126171,126132
"Population ages 70-74, male",SP.POP.7074.MA,Not classified,INX,..,..,..,..,..
"Population ages 70-74, male",SP.POP.7074.MA,OECD members,OED,27043663,28231422,28914227,29175113,29396920
"Population ages 70-74, male",SP.POP.7074.MA,Oman,OMN,16114,15673,15706,16708,17762
"Population ages 70-74, male",SP.POP.7074.MA,Other small states,OSS,140636,147790,153201,157225,162018
"Population ages 70-74, male",SP.POP.7074.MA,Pacific island small states,PSS,15625,16019,16320,16720,17272
"Population ages 70-74, male",SP.POP.7074.MA,Pakistan,PAK,1273822,1258424,1250647,1264119,1300572
"Population ages 70-74, male",SP.POP.7074.MA,Palau,PLW,207,220,233,244,255
"Population ages 70-74, male",SP.POP.7074.MA,Panama,PAN,41274,42939,44583,46630,49003
"Population ages 70-74, male",SP.POP.7074.MA,Papua New Guinea,PNG,44278,45578,46838,48367,50273
"Population ages 70-74, male",SP.POP.7074.MA,Paraguay,PRY,50077,51602,52222,52862,54184
"Population ages 70-74, male",SP.POP.7074.MA,Peru,PER,339885,349049,354722,363887,376644
"Population ages 70-74, male",SP.POP.7074.MA,Philippines,PHL,555023,616108,666092,710439,754919
"Population ages 70-74, male",SP.POP.7074.MA,Poland,POL,688969,751729,784401,822162,853993
"Population ages 70-74, male",SP.POP.7074.MA,Portugal,PRT,249007,259063,269845,278747,284261
"Population ages 70-74, male",SP.POP.7074.MA,Post-demographic dividend,PST,24679700,25789610,26395062,26465463,26482791
"Population ages 70-74, male",SP.POP.7074.MA,Pre-demographic dividend,PRE,3566899,3652314,3737630,3846528,3983048
"Population ages 70-74, male",SP.POP.7074.MA,Puerto Rico,PRI,79942,85489,86219,85356,84217
"Population ages 70-74, male",SP.POP.7074.MA,Qatar,QAT,4609,4940,4433,5061,5827
"Population ages 70-74, male",SP.POP.7074.MA,Romania,ROU,360976,387940,405856,416986,430300
"Population ages 70-74, male",SP.POP.7074.MA,Russian Federation,RUS,1768736,2048489,2198969,2278096,2360229
"Population ages 70-74, male",SP.POP.7074.MA,Rwanda,RWA,45177,50492,56191,60654,63534
"Population ages 70-74, male",SP.POP.7074.MA,Samoa,WSM,1318,1340,1370,1449,1560
"Population ages 70-74, male",SP.POP.7074.MA,San Marino,SMR,779,814,808,803,835
"Population ages 70-74, male",SP.POP.7074.MA,Sao Tome and Principe,STP,922,951,985,1035,1082
"Population ages 70-74, male",SP.POP.7074.MA,Saudi Arabia,SAU,111268,120603,122526,129388,133361
"Population ages 70-74, male",SP.POP.7074.MA,Senegal,SEN,76271,78640,81654,85570,89793
"Population ages 70-74, male",SP.POP.7074.MA,Serbia,SRB,156686,170668,182031,185225,189677
"Population ages 70-74, male",SP.POP.7074.MA,Seychelles,SYC,841,892,949,1177,1192
"Population ages 70-74, male",SP.POP.7074.MA,Sierra Leone,SLE,31817,31784,32103,32614,33538
"Population ages 70-74, male",SP.POP.7074.MA,Singapore,SGP,76095,84386,87794,93569,100573
"Population ages 70-74, male",SP.POP.7074.MA,Sint Maarten (Dutch part),SXM,672,739,812,861,885
"Population ages 70-74, male",SP.POP.7074.MA,Slovak Republic,SVK,93622,100121,106858,112259,116931
"Population ages 70-74, male",SP.POP.7074.MA,Slovenia,SVN,43370,47217,50811,53336,56050
"Population ages 70-74, male",SP.POP.7074.MA,Small states,SST,185343,193714,200045,205203,211588
"Population ages 70-74, male",SP.POP.7074.MA,Solomon Islands,SLB,3356,3482,3638,3825,4018
"Population ages 70-74, male",SP.POP.7074.MA,Somalia,SOM,49891,53423,56968,60031,63401
"Population ages 70-74, male",SP.POP.7074.MA,South Africa,ZAF,335911,361860,388758,418036,448006
"Population ages 70-74, male",SP.POP.7074.MA,South Asia,SAS,13914825,14624490,15245417,15979906,16928287
"Population ages 70-74, male",SP.POP.7074.MA,South Asia (IDA & IBRD),TSA,13914825,14624490,15245417,15979906,16928287
"Population ages 70-74, male",SP.POP.7074.MA,South Sudan,SSD,32754,33961,34976,36272,38911
"Population ages 70-74, male",SP.POP.7074.MA,Spain,ESP,1015662,1021015,1024498,1045579,1068835
"Population ages 70-74, male",SP.POP.7074.MA,Sri Lanka,LKA,275801,290239,304175,312780,317020
"Population ages 70-74, male",SP.POP.7074.MA,St. Kitts and Nevis,KNA,466,493,522,560,611
"Population ages 70-74, male",SP.POP.7074.MA,St. Lucia,LCA,1884,1891,1876,1877,1921
"Population ages 70-74, male",SP.POP.7074.MA,St. Martin (French part),MAF,645,662,535,539,551
"Population ages 70-74, male",SP.POP.7074.MA,St. Vincent and the Grenadines,VCT,1396,1420,1424,1434,1457
"Population ages 70-74, male",SP.POP.7074.MA,Sub-Saharan Africa,SSF,4400773,4533205,4660724,4812032,4991446
"Population ages 70-74, male",SP.POP.7074.MA,Sub-Saharan Africa (excluding high income),SSA,4399932,4532313,4659775,4810855,4990254
"Population ages 70-74, male",SP.POP.7074.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,4400773,4533205,4660724,4812032,4991446
"Population ages 70-74, male",SP.POP.7074.MA,Sudan,SDN,202747,212421,222388,233503,243185
"Population ages 70-74, male",SP.POP.7074.MA,Suriname,SUR,4344,4581,4830,5121,5450
"Population ages 70-74, male",SP.POP.7074.MA,Sweden,SWE,274427,270808,264525,258002,253245
"Population ages 70-74, male",SP.POP.7074.MA,Switzerland,CHE,189215,189941,189410,189146,191297
"Population ages 70-74, male",SP.POP.7074.MA,Syrian Arab Republic,SYR,121121,125235,128886,133102,137613
"Population ages 70-74, male",SP.POP.7074.MA,Tajikistan,TJK,30198,33518,37175,41335,45626
"Population ages 70-74, male",SP.POP.7074.MA,Tanzania,TZA,229696,233109,235048,236695,238675
"Population ages 70-74, male",SP.POP.7074.MA,Thailand,THA,995943,1056054,1117046,1175513,1229645
"Population ages 70-74, male",SP.POP.7074.MA,Timor-Leste,TLS,11144,11361,11263,10773,10085
"Population ages 70-74, male",SP.POP.7074.MA,Togo,TGO,35444,36827,38288,39824,41477
"Population ages 70-74, male",SP.POP.7074.MA,Tonga,TON,815,818,799,781,786
"Population ages 70-74, male",SP.POP.7074.MA,Trinidad and Tobago,TTO,16827,18146,19282,20306,21415
"Population ages 70-74, male",SP.POP.7074.MA,Tunisia,TUN,106017,113770,122184,131362,142915
"Population ages 70-74, male",SP.POP.7074.MA,Turkiye,TUR,801052,856495,924219,999021,1071328
"Population ages 70-74, male",SP.POP.7074.MA,Turkmenistan,TKM,18592,20754,22921,25777,29278
"Population ages 70-74, male",SP.POP.7074.MA,Turks and Caicos Islands,TCA,477,506,535,569,604
"Population ages 70-74, male",SP.POP.7074.MA,Tuvalu,TUV,70,70,69,63,59
"Population ages 70-74, male",SP.POP.7074.MA,Uganda,UGA,93110,101358,108502,115154,120961
"Population ages 70-74, male",SP.POP.7074.MA,Ukraine,UKR,552370,629882,695084,685852,665926
"Population ages 70-74, male",SP.POP.7074.MA,United Arab Emirates,ARE,26246,26896,28410,29822,30208
"Population ages 70-74, male",SP.POP.7074.MA,United Kingdom,GBR,1578239,1604920,1599823,1564320,1518032
"Population ages 70-74, male",SP.POP.7074.MA,United States,USA,6394962,6702890,6882612,6985553,7143483
"Population ages 70-74, male",SP.POP.7074.MA,Upper middle income,UMC,32837596,35008574,37226456,39585286,42022046
"Population ages 70-74, male",SP.POP.7074.MA,Uruguay,URY,50864,51357,51785,52116,52970
"Population ages 70-74, male",SP.POP.7074.MA,Uzbekistan,UZB,170488,182232,198900,216914,235708
"Population ages 70-74, male",SP.POP.7074.MA,Vanuatu,VUT,1729,1769,1804,1847,1891
"Population ages 70-74, male",SP.POP.7074.MA,"Venezuela, RB",VEN,269853,277371,286060,297350,311416
"Population ages 70-74, male",SP.POP.7074.MA,Viet Nam,VNM,681808,754397,819675,873624,936725
"Population ages 70-74, male",SP.POP.7074.MA,Virgin Islands (U.S.),VIR,3021,2979,2865,2764,2684
"Population ages 70-74, male",SP.POP.7074.MA,West Bank and Gaza,PSE,22155,22908,23590,24359,25338
"Population ages 70-74, male",SP.POP.7074.MA,World,WLD,83124933,87855497,91827555,95533321,99573175
"Population ages 70-74, male",SP.POP.7074.MA,"Yemen, Rep.",YEM,118508,117586,115356,114432,115663
"Population ages 70-74, male",SP.POP.7074.MA,Zambia,ZMB,36468,37678,39225,41184,43900
"Population ages 70-74, male",SP.POP.7074.MA,Zimbabwe,ZWE,59914,63961,67649,71334,75114
"Population ages 75-79, female",SP.POP.7579.FE,Africa Western and Central,AFW,1270184,1302378,1333032,1361277,1388677
"Population ages 75-79, female",SP.POP.7579.FE,Afghanistan,AFG,87268,91463,94780,98070,102489
"Population ages 75-79, female",SP.POP.7579.FE,Africa Eastern and Southern,AFE,2061161,2125144,2190494,2270159,2368366
"Population ages 75-79, female",SP.POP.7579.FE,Albania,ALB,43284,42624,41660,41065,41420
"Population ages 75-79, female",SP.POP.7579.FE,Algeria,DZA,227313,228637,231615,239033,250403
"Population ages 75-79, female",SP.POP.7579.FE,American Samoa,ASM,249,258,279,299,323
"Population ages 75-79, female",SP.POP.7579.FE,Andorra,AND,981,1020,1044,1096,1147
"Population ages 75-79, female",SP.POP.7579.FE,Angola,AGO,87877,90892,94095,97395,100370
"Population ages 75-79, female",SP.POP.7579.FE,Antigua and Barbuda,ATG,847,900,967,1028,1084
"Population ages 75-79, female",SP.POP.7579.FE,Arab World,ARB,1684369,1744190,1803288,1886617,1992079
"Population ages 75-79, female",SP.POP.7579.FE,Argentina,ARG,577643,591221,602985,614506,629105
"Population ages 75-79, female",SP.POP.7579.FE,Armenia,ARM,36441,30860,28485,29991,33816
"Population ages 75-79, female",SP.POP.7579.FE,Aruba,ABW,1574,1614,1667,1743,1846
"Population ages 75-79, female",SP.POP.7579.FE,Australia,AUS,380040,399448,420838,453188,490501
"Population ages 75-79, female",SP.POP.7579.FE,Austria,AUT,215817,202026,187511,186067,191925
"Population ages 75-79, female",SP.POP.7579.FE,Azerbaijan,AZE,62194,53171,48493,50381,57413
"Population ages 75-79, female",SP.POP.7579.FE,"Bahamas, The",BHS,4844,5102,5270,5388,5502
"Population ages 75-79, female",SP.POP.7579.FE,Bahrain,BHR,3376,3646,3902,3908,4017
"Population ages 75-79, female",SP.POP.7579.FE,Bangladesh,BGD,887728,927664,963032,1004247,1045398
"Population ages 75-79, female",SP.POP.7579.FE,Barbados,BRB,4151,4336,4500,4698,4885
"Population ages 75-79, female",SP.POP.7579.FE,Belarus,BLR,168113,151110,139938,142907,158907
"Population ages 75-79, female",SP.POP.7579.FE,Belgium,BEL,207005,210611,222471,240172,255038
"Population ages 75-79, female",SP.POP.7579.FE,Belize,BLZ,1396,1429,1476,1548,1647
"Population ages 75-79, female",SP.POP.7579.FE,Benin,BEN,40282,41693,42907,43579,43980
"Population ages 75-79, female",SP.POP.7579.FE,Bermuda,BMU,1186,1253,1328,1403,1477
"Population ages 75-79, female",SP.POP.7579.FE,Bhutan,BTN,4194,4276,4346,4396,4447
"Population ages 75-79, female",SP.POP.7579.FE,Bolivia,BOL,66242,67717,68510,69805,71340
"Population ages 75-79, female",SP.POP.7579.FE,Bosnia and Herzegovina,BIH,73366,69383,66649,66598,69544
"Population ages 75-79, female",SP.POP.7579.FE,Botswana,BWA,8892,9127,9231,9347,9680
"Population ages 75-79, female",SP.POP.7579.FE,Brazil,BRA,1920889,1986372,2055915,2143626,2256565
"Population ages 75-79, female",SP.POP.7579.FE,British Virgin Islands,VGB,247,269,288,308,336
"Population ages 75-79, female",SP.POP.7579.FE,Brunei Darussalam,BRN,1974,1977,2010,2122,2318
"Population ages 75-79, female",SP.POP.7579.FE,Bulgaria,BGR,173259,176540,181288,181814,183300
"Population ages 75-79, female",SP.POP.7579.FE,Burkina Faso,BFA,57915,60289,62501,64251,65015
"Population ages 75-79, female",SP.POP.7579.FE,Burundi,BDI,28458,29490,30456,31329,32245
"Population ages 75-79, female",SP.POP.7579.FE,Cabo Verde,CPV,3377,3365,3423,3532,3697
"Population ages 75-79, female",SP.POP.7579.FE,Cambodia,KHM,89278,92810,96694,101304,107032
"Population ages 75-79, female",SP.POP.7579.FE,Cameroon,CMR,71341,72882,74247,75394,76384
"Population ages 75-79, female",SP.POP.7579.FE,Canada,CAN,620990,650139,684523,735805,795069
"Population ages 75-79, female",SP.POP.7579.FE,Caribbean small states,CSS,25203,26100,26825,27593,28540
"Population ages 75-79, female",SP.POP.7579.FE,Cayman Islands,CYM,383,414,446,484,525
"Population ages 75-79, female",SP.POP.7579.FE,Central African Republic,CAF,7611,7872,8157,7944,7856
"Population ages 75-79, female",SP.POP.7579.FE,Central Europe and the Baltics,CEB,2067942,2051338,2048122,2116533,2230307
"Population ages 75-79, female",SP.POP.7579.FE,Chad,TCD,30271,30835,31485,32195,33332
"Population ages 75-79, female",SP.POP.7579.FE,Channel Islands,CHI,2919,2996,3170,3454,3660
"Population ages 75-79, female",SP.POP.7579.FE,Chile,CHL,219879,227515,236452,247172,260530
"Population ages 75-79, female",SP.POP.7579.FE,China,CHN,15164232,15706266,16375324,17241445,18369107
"Population ages 75-79, female",SP.POP.7579.FE,Colombia,COL,402913,426928,449175,472012,496582
"Population ages 75-79, female",SP.POP.7579.FE,Comoros,COM,3778,3924,4039,4109,4141
"Population ages 75-79, female",SP.POP.7579.FE,"Congo, Dem. Rep.",COD,283899,294858,305423,315616,325158
"Population ages 75-79, female",SP.POP.7579.FE,"Congo, Rep.",COG,13752,13987,14383,14933,15599
"Population ages 75-79, female",SP.POP.7579.FE,Costa Rica,CRI,49237,51553,54077,56684,59569
"Population ages 75-79, female",SP.POP.7579.FE,Cote d'Ivoire,CIV,59814,61610,63338,65148,67151
"Population ages 75-79, female",SP.POP.7579.FE,Croatia,HRV,97127,92227,89346,89922,92375
"Population ages 75-79, female",SP.POP.7579.FE,Cuba,CUB,182909,187487,190961,194623,199065
"Population ages 75-79, female",SP.POP.7579.FE,Curacao,CUW,2586,2735,2800,2867,2938
"Population ages 75-79, female",SP.POP.7579.FE,Cyprus,CYP,18136,18746,19343,19936,20549
"Population ages 75-79, female",SP.POP.7579.FE,Czechia,CZE,236257,247085,254348,272341,288052
"Population ages 75-79, female",SP.POP.7579.FE,Denmark,DNK,124050,132493,141222,148475,152734
"Population ages 75-79, female",SP.POP.7579.FE,Djibouti,DJI,4711,4924,5142,5383,5654
"Population ages 75-79, female",SP.POP.7579.FE,Dominica,DMA,823,818,813,804,799
"Population ages 75-79, female",SP.POP.7579.FE,Dominican Republic,DOM,64945,66985,69794,73633,78402
"Population ages 75-79, female",SP.POP.7579.FE,Early-demographic dividend,EAR,18825227,19323201,19720258,20250098,21011331
"Population ages 75-79, female",SP.POP.7579.FE,East Asia & Pacific,EAS,26147876,26663985,27408688,28635222,30291500
"Population ages 75-79, female",SP.POP.7579.FE,East Asia & Pacific (excluding high income),EAP,20285264,20916657,21669151,22657609,23986188
"Population ages 75-79, female",SP.POP.7579.FE,East Asia & Pacific (IDA & IBRD countries),TEA,19878234,20509994,21262041,22249980,23580367
"Population ages 75-79, female",SP.POP.7579.FE,Ecuador,ECU,129710,134384,137218,141599,148629
"Population ages 75-79, female",SP.POP.7579.FE,"Egypt, Arab Rep.",EGY,435701,456348,477181,508947,550063
"Population ages 75-79, female",SP.POP.7579.FE,El Salvador,SLV,55639,56290,56810,57614,58914
"Population ages 75-79, female",SP.POP.7579.FE,Equatorial Guinea,GNQ,5271,5345,5375,5398,5451
"Population ages 75-79, female",SP.POP.7579.FE,Eritrea,ERI,14706,15202,15606,16009,16296
"Population ages 75-79, female",SP.POP.7579.FE,Estonia,EST,33328,31406,30016,30248,32322
"Population ages 75-79, female",SP.POP.7579.FE,Eswatini,SWZ,4672,4954,5214,5449,5679
"Population ages 75-79, female",SP.POP.7579.FE,Ethiopia,ETH,348905,367763,387025,406747,425816
"Population ages 75-79, female",SP.POP.7579.FE,Euro area,EMU,7705178,7574133,7530912,7769647,8100133
"Population ages 75-79, female",SP.POP.7579.FE,Europe & Central Asia,ECS,16343416,15720167,15477146,16024145,16999420
"Population ages 75-79, female",SP.POP.7579.FE,Europe & Central Asia (excluding high income),ECA,2756588,2585588,2477657,2476161,2584148
"Population ages 75-79, female",SP.POP.7579.FE,Europe & Central Asia (IDA & IBRD countries),TEC,6402189,5823814,5545712,5708662,6218532
"Population ages 75-79, female",SP.POP.7579.FE,European Union,EUU,9706127,9593953,9581458,9907705,10352736
"Population ages 75-79, female",SP.POP.7579.FE,Faroe Islands,FRO,904,923,928,935,937
"Population ages 75-79, female",SP.POP.7579.FE,Fiji,FJI,5360,5531,5689,5841,6010
"Population ages 75-79, female",SP.POP.7579.FE,Finland,FIN,117759,123442,132010,143630,158453
"Population ages 75-79, female",SP.POP.7579.FE,Fragile and conflict affected situations,FCS,3942436,3938597,3957019,4012090,4112481
"Population ages 75-79, female",SP.POP.7579.FE,France,FRA,1222202,1249960,1339375,1477912,1609029
"Population ages 75-79, female",SP.POP.7579.FE,French Polynesia,PYF,2286,2378,2480,2597,2744
"Population ages 75-79, female",SP.POP.7579.FE,Gabon,GAB,8680,8884,9127,9400,9668
"Population ages 75-79, female",SP.POP.7579.FE,"Gambia, The",GMB,6215,6564,6898,7191,7401
"Population ages 75-79, female",SP.POP.7579.FE,Georgia,GEO,64095,56800,52626,53038,57291
"Population ages 75-79, female",SP.POP.7579.FE,Germany,DEU,2190539,2021409,1836678,1769424,1755242
"Population ages 75-79, female",SP.POP.7579.FE,Ghana,GHA,114985,115607,115994,116284,117781
"Population ages 75-79, female",SP.POP.7579.FE,Gibraltar,GIB,536,585,653,703,769
"Population ages 75-79, female",SP.POP.7579.FE,Greece,GRC,242123,243169,249895,259023,268288
"Population ages 75-79, female",SP.POP.7579.FE,Greenland,GRL,454,447,429,404,386
"Population ages 75-79, female",SP.POP.7579.FE,Grenada,GRD,1241,1213,1206,1221,1254
"Population ages 75-79, female",SP.POP.7579.FE,Guam,GUM,1443,1536,1660,1804,1963
"Population ages 75-79, female",SP.POP.7579.FE,Guatemala,GTM,70725,74282,77449,80800,85163
"Population ages 75-79, female",SP.POP.7579.FE,Guinea,GIN,47586,48514,49293,50258,51481
"Population ages 75-79, female",SP.POP.7579.FE,Guinea-Bissau,GNB,5271,5469,5698,6004,6387
"Population ages 75-79, female",SP.POP.7579.FE,Guyana,GUY,4335,4544,4721,4932,5227
"Population ages 75-79, female",SP.POP.7579.FE,Haiti,HTI,49453,50763,51812,52973,54671
"Population ages 75-79, female",SP.POP.7579.FE,Heavily indebted poor countries (HIPC),HPC,2299206,2383994,2468863,2559224,2657840
"Population ages 75-79, female",SP.POP.7579.FE,High income,HIC,25687231,25365324,25505777,26712992,28338544
"Population ages 75-79, female",SP.POP.7579.FE,Honduras,HND,33600,35036,36509,38483,41244
"Population ages 75-79, female",SP.POP.7579.FE,"Hong Kong SAR, China",HKG,95080,96079,102082,113042,131549
"Population ages 75-79, female",SP.POP.7579.FE,Hungary,HUN,235211,236626,233522,233118,237459
"Population ages 75-79, female",SP.POP.7579.FE,IBRD only,IBD,..,..,..,..,..
"Population ages 75-79, female",SP.POP.7579.FE,Iceland,ISL,4731,5037,5323,5613,5965
"Population ages 75-79, female",SP.POP.7579.FE,IDA & IBRD total,IBT,46950844,47647184,48682565,50510756,53243221
"Population ages 75-79, female",SP.POP.7579.FE,IDA blend,IDB,..,..,..,..,..
"Population ages 75-79, female",SP.POP.7579.FE,IDA only,IDX,..,..,..,..,..
"Population ages 75-79, female",SP.POP.7579.FE,IDA total,IDA,..,..,..,..,..
"Population ages 75-79, female",SP.POP.7579.FE,India,IND,7800937,8005258,8135682,8303288,8590918
"Population ages 75-79, female",SP.POP.7579.FE,Indonesia,IDN,1973930,1995197,1994017,2000811,2028823
"Population ages 75-79, female",SP.POP.7579.FE,"Iran, Islamic Rep.",IRN,551576,567309,584577,610340,642521
"Population ages 75-79, female",SP.POP.7579.FE,Iraq,IRQ,140508,145503,149997,153822,159557
"Population ages 75-79, female",SP.POP.7579.FE,Ireland,IRL,67660,71259,75499,81059,86642
"Population ages 75-79, female",SP.POP.7579.FE,Isle of Man,IMN,1823,1886,1933,2004,2101
"Population ages 75-79, female",SP.POP.7579.FE,Israel,ISR,91638,94470,102766,116840,131240
"Population ages 75-79, female",SP.POP.7579.FE,Italy,ITA,1483515,1450692,1439443,1474603,1537944
"Population ages 75-79, female",SP.POP.7579.FE,Jamaica,JAM,20415,21319,21903,22301,22664
"Population ages 75-79, female",SP.POP.7579.FE,Japan,JPN,3984822,3856045,3839128,4028843,4245874
"Population ages 75-79, female",SP.POP.7579.FE,Jordan,JOR,37098,38277,39457,40984,43137
"Population ages 75-79, female",SP.POP.7579.FE,Kazakhstan,KAZ,151484,129507,118732,124736,145318
"Population ages 75-79, female",SP.POP.7579.FE,Kenya,KEN,138794,141213,143147,145789,149553
"Population ages 75-79, female",SP.POP.7579.FE,Kiribati,KIR,579,591,593,590,593
"Population ages 75-79, female",SP.POP.7579.FE,"Korea, Dem. People's Rep.",PRK,407181,406817,407273,407802,406000
"Population ages 75-79, female",SP.POP.7579.FE,"Korea, Rep.",KOR,921052,916053,903300,896079,912298
"Population ages 75-79, female",SP.POP.7579.FE,Kosovo,XKX,16837,17306,17565,17938,18410
"Population ages 75-79, female",SP.POP.7579.FE,Kuwait,KWT,8371,9117,9405,9930,10936
"Population ages 75-79, female",SP.POP.7579.FE,Kyrgyz Republic,KGZ,26109,22662,21377,22683,26152
"Population ages 75-79, female",SP.POP.7579.FE,Lao PDR,LAO,28150,28961,29814,30633,31602
"Population ages 75-79, female",SP.POP.7579.FE,Late-demographic dividend,LTE,25044031,25304739,25972162,27264115,29171185
"Population ages 75-79, female",SP.POP.7579.FE,Latin America & Caribbean,LCN,5562146,5751183,5931618,6146407,6416322
"Population ages 75-79, female",SP.POP.7579.FE,Latin America & Caribbean (excluding high income),LAC,4893996,5056672,5212379,5400771,5640645
"Population ages 75-79, female",SP.POP.7579.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,5291114,5468176,5640920,5848829,6111010
"Population ages 75-79, female",SP.POP.7579.FE,Latvia,LVA,56502,53160,49656,47638,47743
"Population ages 75-79, female",SP.POP.7579.FE,Least developed countries: UN classification,LDC,3633291,3775430,3914217,4065967,4228557
"Population ages 75-79, female",SP.POP.7579.FE,Lebanon,LBN,52698,53843,54975,56608,58974
"Population ages 75-79, female",SP.POP.7579.FE,Lesotho,LSO,9484,9302,9190,9246,9551
"Population ages 75-79, female",SP.POP.7579.FE,Liberia,LBR,15383,15782,16139,16410,16552
"Population ages 75-79, female",SP.POP.7579.FE,Libya,LBY,30528,31819,33323,34741,36204
"Population ages 75-79, female",SP.POP.7579.FE,Liechtenstein,LIE,771,800,810,835,866
"Population ages 75-79, female",SP.POP.7579.FE,Lithuania,LTU,76285,73651,71068,68033,66830
"Population ages 75-79, female",SP.POP.7579.FE,Low & middle income,LMY,43330512,44420075,45609601,47254861,49562089
"Population ages 75-79, female",SP.POP.7579.FE,Low income,LIC,2118690,2186262,2255403,2329785,2407409
"Population ages 75-79, female",SP.POP.7579.FE,Lower middle income,LMC,14380781,14785658,15120639,15540389,16147276
"Population ages 75-79, female",SP.POP.7579.FE,Luxembourg,LUX,8916,8859,8983,9304,9772
"Population ages 75-79, female",SP.POP.7579.FE,"Macao SAR, China",MAC,4455,4870,5317,5898,6748
"Population ages 75-79, female",SP.POP.7579.FE,Madagascar,MDG,73226,75090,77140,79619,83007
"Population ages 75-79, female",SP.POP.7579.FE,Malawi,MWI,61156,62624,64054,65299,65875
"Population ages 75-79, female",SP.POP.7579.FE,Malaysia,MYS,182139,190021,199819,212266,228034
"Population ages 75-79, female",SP.POP.7579.FE,Maldives,MDV,1787,1787,1788,1806,1842
"Population ages 75-79, female",SP.POP.7579.FE,Mali,MLI,54228,55445,56008,56716,57346
"Population ages 75-79, female",SP.POP.7579.FE,Malta,MLT,8524,9362,10325,11864,13512
"Population ages 75-79, female",SP.POP.7579.FE,Marshall Islands,MHL,88,90,93,105,115
"Population ages 75-79, female",SP.POP.7579.FE,Mauritania,MRT,13688,13974,14257,14628,15091
"Population ages 75-79, female",SP.POP.7579.FE,Mauritius,MUS,11790,12376,13103,14048,15303
"Population ages 75-79, female",SP.POP.7579.FE,Mexico,MEX,922718,949068,972441,1003312,1043145
"Population ages 75-79, female",SP.POP.7579.FE,"Micronesia, Fed. Sts.",FSM,495,500,503,520,546
"Population ages 75-79, female",SP.POP.7579.FE,Middle East & North Africa,MEA,2194147,2268169,2347693,2464871,2610514
"Population ages 75-79, female",SP.POP.7579.FE,Middle East & North Africa (excluding high income),MNA,2004147,2068010,2135179,2229098,2350814
"Population ages 75-79, female",SP.POP.7579.FE,Middle East & North Africa (IDA & IBRD countries),TMN,1988043,2051321,2117932,2211196,2332143
"Population ages 75-79, female",SP.POP.7579.FE,Middle income,MIC,41211822,42233813,43354198,44925076,47154680
"Population ages 75-79, female",SP.POP.7579.FE,Moldova,MDA,40901,37683,34172,31407,32209
"Population ages 75-79, female",SP.POP.7579.FE,Monaco,MCO,1179,1193,1239,1257,1242
"Population ages 75-79, female",SP.POP.7579.FE,Mongolia,MNG,14622,15064,15373,15709,16213
"Population ages 75-79, female",SP.POP.7579.FE,Montenegro,MNE,11206,10494,10046,10170,10585
"Population ages 75-79, female",SP.POP.7579.FE,Morocco,MAR,233151,242678,251969,261123,271163
"Population ages 75-79, female",SP.POP.7579.FE,Mozambique,MOZ,76956,81615,85945,90740,96853
"Population ages 75-79, female",SP.POP.7579.FE,Myanmar,MMR,317621,325403,334118,343625,355332
"Population ages 75-79, female",SP.POP.7579.FE,Namibia,NAM,10285,10782,11166,11465,11855
"Population ages 75-79, female",SP.POP.7579.FE,Nauru,NRU,5,4,8,16,21
"Population ages 75-79, female",SP.POP.7579.FE,Nepal,NPL,170510,176224,180396,185379,192463
"Population ages 75-79, female",SP.POP.7579.FE,Netherlands,NLD,326977,334922,354711,386413,410187
"Population ages 75-79, female",SP.POP.7579.FE,New Caledonia,NCL,2909,2977,3054,3192,3336
"Population ages 75-79, female",SP.POP.7579.FE,New Zealand,NZL,74390,77375,80183,84507,91273
"Population ages 75-79, female",SP.POP.7579.FE,Nicaragua,NIC,34425,34909,35242,36031,37566
"Population ages 75-79, female",SP.POP.7579.FE,Niger,NER,56394,59324,61984,64215,65512
"Population ages 75-79, female",SP.POP.7579.FE,Nigeria,NGA,560639,576240,591944,606536,618781
"Population ages 75-79, female",SP.POP.7579.FE,North America,NAC,5623283,5841091,6096501,6476907,6863198
"Population ages 75-79, female",SP.POP.7579.FE,North Macedonia,MKD,31591,31676,31545,32181,33822
"Population ages 75-79, female",SP.POP.7579.FE,Northern Mariana Islands,MNP,160,166,187,210,240
"Population ages 75-79, female",SP.POP.7579.FE,Norway,NOR,90226,96321,104233,112078,117296
"Population ages 75-79, female",SP.POP.7579.FE,Not classified,INX,..,..,..,..,..
"Population ages 75-79, female",SP.POP.7579.FE,OECD members,OED,23902655,24049185,24437425,25585632,26914932
